Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,adi_epi_1,adi_epi_2,adi_epi_3,adi_ing_1,adi_ing_2,adi_ing_3,adi_peri_1,adi_peri_2,adi_peri_3,adi_retro_1,adi_retro_2,adi_retro_3,adi_ibat_1,adi_ibat_2,adi_ibat_3,svf_epi_1,svf_epi_2,svf_epi_3,svf_ing_1,svf_ing_2,svf_ing_3,svf_peri_1,svf_peri_2,svf_peri_3,svf_retro_1,svf_retro_2,svf_retro_3,svf_ibat_1,svf_ibat_2,svf_ibat_3
15.77_537.4867m/z,,537.4867072,1,15.76908333,0.032933333,16,0.144142486,0.021481343,10.88503982,Condition 4,Condition 8,100 - 51.5,2114.030065,5.71,2689.799764,2422.691836,2228.783198,1392.155838,1866.584903,1424.940927,1524.547516,1431.866394,371.8830566,1706.275881,2760.870334,1900.069336,1945.655678,1329.812088,196.3790207,629.1460571,0,859.5324936,294.189209,1506.044011,727.5146179,0,151.4936419,374.1854095,1019.651878,383.0697035,2174.001961,894.0475311,1751.802753,1506.19294
0.04_890.8133m/z,,890.8133378,1,0.038333333,0.07745,49,0.144182053,0.021484124,6.751881522,Condition 5,Condition 10,100 - 63.2 - 46.8 - 3.75 - 0.281,545053.8732,1.83,15622.09902,761303.7765,615702.1495,455103.6651,407527.5918,432572.0409,419366.4183,387738.3056,372513.3235,392085.7727,391911.2843,391347.3767,539165.254,556367.017,709782.5937,669940.2053,206946.5632,134246.2458,114767.8368,149737.5945,150682.4423,163750.8336,179651.296,233141.9577,183775.7172,115713.2,113078.9988,64281.97261,65267.97182,80784.82396
14.63_143.1428m/z,,143.1428465,1,14.632,0.03295,23,0.144376366,0.021503726,1.717078897,Condition 6,Condition 5,100,718.4101731,3.49,476.4075771,533.6311942,562.3052703,484.2016716,496.8815568,499.9582195,517.6549281,502.4229261,498.6636522,557.2853271,503.5319436,506.149397,384.8174871,476.4208765,523.0509101,504.7190748,972.9013502,518.7936376,705.7713909,550.4727691,254.4403994,556.9879584,477.6642893,465.049564,687.9709146,494.2687723,728.8658225,521.4786858,554.9466423,576.2919101
9.57_682.5954m/z,,682.5954109,1,9.567216667,0.011433333,1,0.144470463,0.021511507,Infinity,Condition 3,Condition 1,100 - 49.8,6730.101218,144.32,0,0,0,1265.145365,0,0,16860.74792,2453.758065,0,0,0,0,0,0,0,118.6394958,0,0,0,0,0,125.438076,0,0,0,0,0,0,0,0
9.53_903.7413m/z,,903.7413367,1,9.5278,0.306,120,0.144630033,0.021532148,212.8101359,Condition 3,Condition 7,100 - 60.2,539009.4825,52.1,460.6372735,150623.8053,115562.1012,476469.0221,75234.22769,17076.85992,615916.5812,786259.4043,223968.5611,316682.9722,66650.6269,4523.883865,12880.98121,5598.487564,154958.0887,177216.6935,39098.07793,60820.51404,5176.531204,0,2059.1364,0,2671.210838,7825.001129,11073.56868,834.7354431,2.773488976,0,93139.79428,15111.80746
12.23_784.5831m/z,,784.583138,1,12.2295,0.010883333,58,0.144989425,0.021576277,Infinity,Condition 5,Condition 7,100 - 37.1,3500.997988,87.87,0,746.0762939,3048.661289,460.2878807,0,1806.633972,425.4110413,580.1356812,0,702.4670105,541.8108063,0,1146.926605,7616.464508,2707.369845,0,0,336.6260071,0,0,0,0,0,350.4855506,0,0,0,546.796936,0,0
8.59_926.8141m/z,,926.8141337,1,8.592316667,0.045966667,73,0.145074338,0.021585788,Infinity,Condition 6,Condition 7,100 - 59.2,71965.16034,24.13,0,363.818985,5225.536636,0,1744.269211,216.0328036,209.7597733,0,0,1712.276917,1054.010494,1554.348964,247.4534778,0,1782.453335,1691.999136,199516.7514,0,0,0,0,0,0,0,0,0,0,0,12165.40186,0
9.60_912.7981m/z,,912.7981194,1,9.595716667,0.02275,66,0.145206969,0.021599269,Infinity,Condition 3,Condition 4,100 - 63.7,21651.64508,138.6,0,0,16497.19016,5062.692886,0,0,52765.8934,9545.609238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.67_850.7009n,850.7009282,851.7082046,1,8.66695,0.045766667,51,0.145427866,0.021625868,Infinity,Condition 4,Condition 8,100 - 40.2,21868.5213,98.73,0,0,359.8851776,38043.2054,741.5561447,0,0,0,186.771553,1925.297722,9505.176699,55424.93471,313.1427002,746.4271088,2683.908905,1426.989929,37536.73497,0,0,0,269.5820618,0,0,0,0,0,15729.87812,0,863.4845276,0
15.80_380.3506m/z,,380.3506036,1,15.79651667,0.049433333,5,0.145918044,0.021695621,2.430551924,Condition 6,Condition 7,100,1327.736499,1.38,785.8797365,1199.319613,1454.251155,1593.248913,1180.094508,1023.492416,1208.256581,1292.894015,555.9956632,798.4803745,949.8691829,594.9685886,743.5737602,824.0251424,501.949173,1235.322058,1231.834236,1217.028376,208.193478,375.3211541,946.2750822,956.5580215,876.8961777,398.8945932,955.6084528,484.2050808,1322.858288,1060.449452,991.2425664,680.683363
0.07_727.4583m/z,,727.4582968,1,0.065283333,0.034883333,12,0.146004695,0.021705365,59.46774054,Condition 9,Condition 1,100 - 28.8,2868.529241,3.87,0,0,149.2900009,0,2198.669144,644.4563765,149.5807395,345.7486572,200.7869171,0,3805.600545,0,2365.032478,0,0,5115.057877,1291.951056,0,1993.279003,454.4875729,5307.041392,2554.514954,2697.317507,297.9649048,4608.450653,572.087326,2533.289261,2452.561229,2469.292484,2404.832529
14.97_417.3362m/z,,417.3361643,1,14.96703333,0.0275,54,0.146594338,0.021789694,5.115330343,Condition 9,Condition 1,100,1018.777397,12.19,162.7799683,0,494.5951978,391.6785925,445.4870099,282.7220154,602.3929787,129.7881355,0,564.4334959,720.5615005,850.1557318,608.5757329,485.2167692,248.5590628,866.0031705,753.9361501,932.83078,407.5796792,329.4886665,485.3927035,335.2938461,765.7651476,732.5954361,998.5013313,914.1819342,828.0812313,480.731308,353.9359597,754.9714355
11.82_864.7962m/z,,864.7962191,1,11.82366667,0.071333333,37,0.146656743,0.021789694,Infinity,Condition 5,Condition 2,100,6785.864832,90.33,4991.65788,5753.02446,0,0,0,0,7066.646135,1158.272461,0,1150.500488,0,0,21558.79123,646.1030884,0,1042.187836,0,1667.716675,0,0,0,0,0,0,0,0,51.69791093,0,0,0
9.32_986.9078m/z,,986.9077768,1,9.315016667,0.028383333,34,0.146702718,0.021793374,Infinity,Condition 6,Condition 1,100,3631.391404,96.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9833.226624,0,0,0,0,0,0,379.2714539,0,0,5663.117676,0,2940.330444
9.76_708.5616m/z,,708.5615779,1,9.761016667,0.299566667,4,0.146872593,0.021815457,1.788694231,Condition 1,Condition 7,100 - 20.3 - 0.264,53551.17719,1.24,126339.2755,36157.77671,38036.36363,40590.11647,40368.16137,43081.79539,35838.72689,41064.17087,39247.66588,35780.42882,40449.62279,35432.69641,34015.38242,32673.86403,33713.98785,30587.7987,32870.69628,29811.91059,27823.81774,27550.94568,28965.23603,25251.86861,28436.41776,29622.20317,29006.89082,24271.05861,33415.60306,28445.84707,31391.60643,31925.21545
7.51_548.3920m/z,,548.391956,1,7.509333333,0.184683333,1,0.146936138,0.021817216,2.249138494,Condition 1,Condition 5,100 - 3.43,24076.90392,2.23,62197.62212,13855.89702,15267.14124,13348.24515,15190.48657,13520.81108,12041.9683,14476.91349,12752.82144,13400.4305,13011.90738,13117.26544,11448.75653,12045.39535,11865.8097,14007.64289,12895.17069,14859.38513,13975.09693,13276.51442,11651.71935,13192.75017,14196.99522,15816.47005,13731.16975,13652.80732,15467.53175,15234.98104,15314.01916,13372.95794
10.19_603.5333m/z,,603.5332967,1,10.19388333,0.185783333,6,0.146948112,0.021817216,22.79992799,Condition 2,Condition 10,100 - 38.7,77364.85611,47.07,87145.78579,21413.67105,49328.90089,11956.29614,36687.68507,197303.2706,15862.15389,9150.018658,75749.17477,5053.863285,13064.3588,7874.362591,10044.2433,1076.059256,11089.22936,12989.52978,781.8031464,328.9431,361.4084167,45311.72182,224.5890617,1202.916932,26650.66588,594.0647125,23734.46144,6634.657508,136.343956,8800.315407,132.1839294,179.7974777
3.79_758.5676m/z,,758.5675708,1,3.789266667,0.062716667,58,0.147149462,0.021843954,Infinity,Condition 2,Condition 4,100,11156.87531,118.1,0,0,95.90021896,0,34354.41304,61.38680458,61.76322174,0,220.9319191,0,0,0,56.74496269,1501.900664,35422.22892,1845.861286,0,0,57.58497314,0,0,0,1207.544983,0,0,0,0,0,0,0
12.23_836.1654m/z,,836.1653808,1,12.2295,0.038,1,0.147434524,0.021873635,Infinity,Condition 6,Condition 3,100,1167.447252,66.96,0,881.0246277,1885.202225,0,423.6873627,544.1599426,0,0,0,0,0,469.5211182,0,445.6691353,483.9360809,1862.302429,391.3015289,995.5955048,0,0,0,1666.072702,0,0,0,0,0,1517.353027,0,0
9.37_916.8297m/z,,916.8296617,1,9.371533333,0.065933333,56,0.147553267,0.021888092,Infinity,Condition 6,Condition 8,100 - 54.7 - 21.4,53183.36796,133.87,0,71930.7551,0,65155.54137,783.4311829,0,210.5474396,0,0,499.5608521,123848.8763,23439.855,151916.4407,416.9445419,594.2428284,150109.13,0,0,0,0,253.4966583,0,0,0,3692.93454,596.1079326,0,0,0,0
8.75_684.5605m/z,,684.5605214,1,8.752633333,0.365216667,7,0.147852669,0.021929341,1.705181425,Condition 1,Condition 5,100 - 20.4,51788.39007,1.47,128318.5983,34900.54049,32252.93924,32561.43421,32379.06289,31593.52264,33211.7842,32664.16861,33071.30668,31949.35711,30703.1583,32513.29989,32012.62872,33099.97352,35285.91192,37519.03749,33801.1912,36528.76395,35378.07236,35648.83994,34292.52597,33551.80636,31138.75606,32708.07684,33171.65891,33216.60884,35311.52822,43635.41701,40965.09113,39550.06797
0.06_736.5420m/z,,736.5420445,1,0.0601,0.04975,6,0.147980275,0.0219451,4.808529498,Condition 5,Condition 1,100 - 40.3 - 3.12,19094.15198,3.33,6.810465112,11025.6773,2170.257554,9782.774942,1762.042612,11237.23835,9139.580676,23195.55798,3094.820094,7051.02227,21484.5286,13062.24128,28079.67419,18941.1199,15872.01198,11085.77078,7191.236025,3849.274509,21838.47191,7950.330931,16107.75146,15684.58146,16900.50822,16561.54398,15146.93323,7106.431731,7507.298036,9979.360858,1415.437886,5096.914215
10.98_916.7922m/z,,916.792207,1,10.98345,0.016716667,1,0.148243597,0.021980979,21056.36763,Condition 5,Condition 10,100 - 22.9,8269.459072,151.24,0,35.00578044,0,0,21.94895969,0,30.89409871,0,0,0.225529073,0,37.76955403,26993.37326,75.26253803,0,41.42762899,3.266218846,0,17.15886808,5.806434263,994.5465365,4711.298908,135.6046417,309.4421591,11.27332086,5214.083219,0.679891119,1.05642274,0,0
14.57_355.1514m/z,,355.1514069,1,14.5715,0.043883333,38,0.148457148,0.022009469,8.821848149,Condition 9,Condition 5,100,613.1820224,4.77,105.010903,191.9678157,97.78108597,453.4748001,199.2954636,302.8868828,582.472547,104.6200829,312.9083052,0,103.1675529,397.1570587,0,112.7525012,118.0279465,399.9567087,101.0940874,747.041735,101.9981346,177.2173309,503.9083605,302.1503043,356.6354523,200.2031805,669.5445725,398.303475,587.999382,492.5787611,474.0398073,410.7669029
12.77_463.4474m/z,,463.4473771,1,12.76785,0.336716667,2,0.148536798,0.022014926,1.312028947,Condition 5,Condition 1,100 - 27.2,181961.1857,1.35,193662.3463,153755.2274,143275.3074,175188.5907,175333.2001,155190.9173,155510.2083,184530.977,180059.3099,179425.3478,189368.1862,157112.8604,210295.894,213241.5652,176392.3842,112481.9947,141791.7289,175151.0049,135203.8277,138279.942,154319.9992,134736.018,130840.8673,139309.1157,127016.2205,140580.5291,130699.6671,146396.4668,137601.4806,164535.457
8.23_958.8770m/z,,958.8769845,1,8.228533333,0.06405,47,0.149090092,0.022081561,Infinity,Condition 9,Condition 1,100,6958.787121,87.1,0,0,0,181.0480728,0,203.2749634,0,0,0,227.5529861,0,0,0,190.6309586,12339.91697,4872.199966,0,484.5928192,1539.855677,0,1290.977776,0,0,0,1394.838379,0,18370.172,0,0,0
9.49_896.7677m/z,,896.7677292,1,9.494333333,0.254716667,66,0.149184463,0.022088539,489.7790295,Condition 3,Condition 7,100 - 62,2025416.3,39.08,3409.011374,859556.201,450810.3383,1364727.476,224029.3881,23910.69031,2295485.218,2670099.719,1137499.932,1073835.982,114056.2588,10502.90217,21465.10053,9955.34909,529874.6426,376440.1605,209244.4867,981.0630417,8807.091965,0,3018.107548,0,5120.30367,17150.23349,13279.36919,1385.280414,0,0,280839.7304,29368.57611
13.09_660.6635m/z,,660.6635038,1,13.0935,0.0496,1,0.149205393,0.022088539,23.10841713,Condition 1,Condition 5,100 - 16.2,12886.07288,4.84,50345.02712,1665.301086,683.7262268,2462.256958,454.4789452,1569.978821,1448.572098,617.9378357,0,629.8685608,1102.332825,379.3985291,0,1265.187805,566.5790699,2540.378744,2289.447001,2289.009613,2142.884048,2926.556067,2147.159927,2607.455935,3445.411057,3295.469673,2477.002353,2874.221138,3341.555425,4545.836908,2640.969666,4648.262941
10.03_573.4865m/z,,573.4865341,1,10.03178333,0.055583333,1,0.149268021,0.022094629,Infinity,Condition 9,Condition 8,100 - 27.9,5936.213599,63.1,5867.062435,974.0594025,3139.366898,11091.24683,154.8302689,792.7556131,120.4153801,150.2496404,0,0,254.1294558,2845.638184,739.558681,129.6757088,1059.75299,4600.567131,0,0,96.89472785,0,0,0,0,0,13682.54203,1830.061935,0,1513.932233,0,229.1890663
8.52_922.7825m/z,,922.7824544,1,8.52335,0.0461,59,0.149457918,0.022116367,Infinity,Condition 4,Condition 3,100 - 40.5,90696.4665,129.31,0,243.3009186,0,195.0379028,0,0,0,0,0,0,48953.39227,228371.5473,0,0,0,0,2215.084248,0,0,0,0,0,0,0,0,0,0,0,281.7410126,0
10.03_870.7524m/z,,870.752408,1,10.03178333,0.09465,60,0.149661935,0.022136996,586.5384101,Condition 9,Condition 8,100 - 55.7,311573.0179,93.46,155170.2502,116501.1343,668876.5184,604934.0205,8535.060618,76821.54527,224938.5955,77868.70131,3480.002571,116751.5612,3637.046402,285552.0663,130999.3037,5165.824814,248271.9715,312104.3541,979.847084,7538.245008,34387.49686,500.0545564,544.2160492,0,0,1444.094847,644036.7615,170949.6785,0,98350.31265,0,4133.971786
4.19_786.5983m/z,,786.5982539,1,4.193966667,0.07315,56,0.149741744,0.022142428,Infinity,Condition 5,Condition 1,100,13661.42685,118.1,0,0,0,0,0,82.04933929,77.32783508,0,276.54636,79.48922348,0,0,321.4677887,684.1328125,45514.48417,2004.908871,0,0,0,71.12037659,0,0,1475.789215,0,68.78086472,0,0,0,0,0
0.73_203.1025m/z,,203.1024883,1,0.7289,0.044983333,6,0.149763765,0.022142499,3.405540526,Condition 10,Condition 4,100,69.71527817,4.7,28.49624414,83.26754935,90.53784422,57.46406984,71.10049629,54.33090996,67.32807142,43.00895423,76.28271897,22.33136809,38.84076541,0,59.15589086,61.78331543,59.38359428,47.06804645,44.92489115,36.86281036,27.19542368,77.00870904,54.91998976,67.49813397,48.98627113,48.70836067,45.87572349,44.08547486,72.20082469,68.93133893,31.12633908,80.45610216
10.19_942.8467m/z,,942.8467374,1,10.18825,0.18,59,0.150123513,0.022187594,61.41743437,Condition 2,Condition 10,100 - 67,167909.4764,39.99,80929.26069,43015.0569,158954.0741,33286.45115,178235.433,318816.7116,36135.70464,21241.7986,186808.4667,14897.71281,116036.599,33549.60529,37403.80648,57596.0789,27380.5127,33227.6971,245.8041382,0,21.38743226,45171.54523,0,0,25456.03049,282.8523407,75396.56803,9619.968674,0,0,435.9106665,6350.593704
0.82_406.0784m/z,,406.0783795,1,0.81895,0.057066667,1,0.150133531,0.022187594,Infinity,Condition 6,Condition 5,100,1728.45729,87.28,19.99471996,42.41238022,0,71.39204407,78.99052048,0,0,43.03094864,62.8403797,0,107.499505,798.9200516,0,0,0,4638.941719,182.3625679,53.23518181,0,39.29979917,74.21181627,0,0,0,0,40.58859634,93.86847401,108.0838165,0,41.65451622
11.11_868.7375m/z,,868.7374617,1,11.10651667,0.033483333,51,0.150297921,0.0222067,Infinity,Condition 7,Condition 2,100,1587.18734,107.44,0,0,1583.640503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4196.878784,0,367.991272,829.3330994,0,0,0,453.4265747,1215.136723,0,0,0
8.59_826.7003n,826.7003433,827.7076197,1,8.592316667,0.040266667,51,0.150524245,0.022226482,Infinity,Condition 6,Condition 2,100 - 36.9 - 22.7 - 13.1,24585.97535,133.42,0,0,375.2345963,0,0,0,0,0,0,0,0,0,0,186.0928192,1017.563278,646.1461334,68094.89282,0,0,0,0,0,0,0,0,0,0,0,5102.712238,0
10.12_911.7298m/z,,911.7298262,1,10.12065,0.016833333,3,0.150526415,0.022226482,Infinity,Condition 1,Condition 3,100 - 43.8,6947.349819,166.9,28034.04194,0,525.394104,0,282.4224457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3392.632702,0,0,0,0,0
8.67_926.8139m/z,,926.8139402,1,8.66695,0.045766667,73,0.150630177,0.022233241,Infinity,Condition 4,Condition 8,100 - 50.5,39074.42835,66.65,0,0,202.0995178,52609.83026,1427.47637,0,479.1408615,0,0,5946.581789,17356.90505,96057.72564,1404.590656,233.6315002,1496.606617,2362.283437,54641.17427,0,0,0,883.3522034,0,0,0,0,0,36286.26244,0,988.711858,0
12.22_814.6332m/z,,814.6331574,1,12.22406667,0.021716667,25,0.15071941,0.022242198,Infinity,Condition 5,Condition 1,100,4575.198895,98.59,0,0,0,0,0,0,0,0,0,0,1770.694763,0,5136.639771,9716.072051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637.351468
15.34_383.2930m/z,,383.2929505,1,15.3351,0.033033333,8,0.150827501,0.022254954,8.164627412,Condition 8,Condition 1,100,664.3213724,24.81,177.4185562,0,119.0704679,546.269356,0,179.165535,504.5639676,606.2994995,848.3442154,799.4897003,202.649086,385.2660446,197.313797,659.1684807,290.2761383,416.6761322,679.478356,726.403225,673.979126,208.953392,790.1965256,1109.838179,456.1337585,207.0239944,211.6662673,226.5631367,862.3582986,774.8848174,176.2955246,709.7018509
0.21_522.3554m/z,,522.3554102,1,0.206816667,0.0313,10,0.150887038,0.022260544,Infinity,Condition 4,Condition 3,100 - 26,1401.121824,104.51,0,423.8315238,101.5148468,258.1238852,0,583.0466234,0,0,0,0,4203.365472,0,19.23225784,0,919.6758728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.99_640.5859m/z,,640.5859303,1,9.986483333,0.12985,8,0.151150103,0.022292954,17.48162912,Condition 1,Condition 4,100 - 33.4,14698.83842,23.6,52928.41124,2050.601726,4007.683522,2075.705524,842.6031342,1276.021,622.0123214,760.1255951,1600.215827,1054.09465,767.4697113,705.673912,641.3494997,1631.50724,956.1252911,2003.813789,1152.17049,365.0417061,503.9871126,355.311367,2546.295157,1205.307428,1216.807636,19015.96203,1457.924518,2401.943062,6492.220325,593.7014809,8366.290215,2601.739376
0.07_382.3670m/z,,382.3670314,1,0.065283333,0.094766667,5,0.151250262,0.022304526,1.851440628,Condition 9,Condition 3,100,2015.524295,2.02,1191.603339,1339.741942,1447.855152,1697.827019,1460.102695,1411.216925,1119.315102,1128.874252,1031.887435,832.4021428,1963.09152,1294.181741,1281.742774,1410.828316,1097.337676,1125.46957,1987.870432,1243.965984,1403.485011,1216.347347,2400.59472,1555.285854,1601.477748,1561.350766,2029.164803,1030.634345,2422.810286,1643.485655,1213.912033,1280.435273
10.19_848.7679m/z,,848.7679083,1,10.19388333,0.292883333,46,0.151317038,0.022311172,11.36626212,Condition 2,Condition 6,100 - 56.7 - 58.7,6659998.818,24.94,3801704.287,2447186.47,4088615.141,1950019.145,3479034.84,15740111.66,1690093.016,1254980.216,7714326.865,2189618.242,1593880.398,1415634.187,1525307.713,271051.665,1231550.043,1423084.385,139334.6296,86405.92098,53229.4912,4314175.519,45172.72003,233179.5602,2085152.036,109218.6235,1761313.265,562640.6271,33650.81556,963593.1496,924672.2362,117489.8455
10.12_710.6263m/z,,710.6263493,1,10.11505,0.0337,4,0.151383013,0.022314498,Infinity,Condition 4,Condition 3,100 - 37.5,5832.148705,126.7,18996.51187,0,3371.152649,0,6684.96106,0,0,0,0,0,16919.48381,590.4998322,199.0036697,12857.86472,164.1918335,0,0,0,0,0,0,0,0,0,7676.4783,0,0,0,0,371.2085556
6.55_340.3929m/z,,340.3928691,1,6.552233333,0.461616667,7,0.151479731,0.022325553,1.206950642,Condition 10,Condition 1,100 - 9.96,17207.11163,1.12,18842.01433,15370.54293,15925.16689,15358.8544,15459.69114,15899.02464,15297.31717,16309.40205,14379.45446,14768.58591,15059.827,15621.85477,16436.96163,15337.47136,15627.70361,14750.96199,14831.91424,14593.80895,15715.44406,13010.5224,16156.26497,15775.91247,13933.94363,14032.42487,13493.57936,18108.70093,13631.50259,14941.01977,15319.68429,14799.90908
9.60_808.7354m/z,,808.7354372,1,9.595716667,0.02275,27,0.151920649,0.022387327,Infinity,Condition 3,Condition 4,100 - 37.1,6232.130567,161.01,0,0,6382.406845,429.3763733,0,0,16806.54427,938.2039465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04_411.2526m/z,,411.252645,1,0.038333333,0.026966667,36,0.152062096,0.022401747,3.943030277,Condition 7,Condition 1,100 - 2.52,1788.916254,23.67,60.067762,660.8366513,752.9879127,1212.168459,1850.883927,638.5815349,453.7944304,2207.773775,548.7351685,350.5998535,654.0664974,1039.289142,1039.798233,953.7888745,150.5321579,395.9973068,782.8236975,673.0692991,1359.110915,2082.870587,1585.977797,1920.785917,1102.430352,910.433348,1690.827677,625.1650232,1084.613309,941.5230376,1566.643008,819.9454123
4.13_678.3999m/z,,678.3998804,1,4.1331,3.23335,3,0.152126703,0.022408053,1.169833855,Condition 10,Condition 5,100 - 41.9 - 8.11 - 0.627,780724.1824,0.14,1202082.575,727200.3791,708195.5387,719621.3796,714170.3116,717701.1059,730632.0271,717978.1961,720479.6718,707659.5601,727972.7098,725442.9191,727067.7854,719561.3368,758988.4847,713321.5887,679587.8227,688156.765,684866.0135,658912.541,657081.5394,652915.1216,644451.4429,655503.5779,657302.9513,667150.7983,668087.0628,680938.1904,680419.9758,682089.6377
9.04_896.7677m/z,,896.7676792,1,9.043583333,0.101466667,66,0.152365954,0.02243365,481.5653469,Condition 3,Condition 8,100 - 61.3,233772.8507,26.55,0,13269.41269,3728.816545,45804.18748,7950.062874,2794.729319,651513.5559,4375.987801,7018.087334,367344.5819,12752.02921,256707.3023,4997.741913,3681.71406,6671.001434,16129.86868,307322.9978,208.8445053,0,0,3498.212531,602.7643489,692.2770858,0,36005.07343,0,517.2814484,0,0,50740.85916
7.03_952.8286m/z,,952.828623,1,7.02965,0.0171,67,0.152479081,0.022443876,Infinity,Condition 6,Condition 1,100,1016.179288,89.31,0,0,0,0,0,0,0,0,0,0,0,0,202.4063263,0,157.2436981,2868.148346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07_338.3053m/z,,338.30531,1,0.065283333,0.086933333,10,0.152648168,0.022465548,3.598558372,Condition 10,Condition 1,100,1986.185588,7.04,0,393.599992,1347.154828,1251.234641,1731.181844,1241.75253,1228.644035,1284.897088,1155.063875,654.8277629,1169.572488,1950.160879,2135.872687,1883.920901,974.0418561,949.1246815,1262.625183,1044.509558,1328.747214,1357.44213,2321.185326,1842.384682,1665.481193,1605.553333,2028.391187,1428.176253,1236.633153,1943.051731,1876.928452,1408.919257
