Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,adi_epi_1,adi_epi_2,adi_epi_3,adi_ing_1,adi_ing_2,adi_ing_3,adi_peri_1,adi_peri_2,adi_peri_3,adi_retro_1,adi_retro_2,adi_retro_3,adi_ibat_1,adi_ibat_2,adi_ibat_3,svf_epi_1,svf_epi_2,svf_epi_3,svf_ing_1,svf_ing_2,svf_ing_3,svf_peri_1,svf_peri_2,svf_peri_3,svf_retro_1,svf_retro_2,svf_retro_3,svf_ibat_1,svf_ibat_2,svf_ibat_3
13.02_718.6669m/z,,718.6668855,1,13.01626667,0.0607,5,8.92E-09,6.57E-09,Infinity,Condition 9,Condition 2,100 - 11.8,5504.081932,6.36,56.9600318,0,0,0,0,0,0,0,0,498.8211723,0,515.6696966,0,0,0,1481.094736,2341.636967,4820.384881,4343.271904,3760.918002,3767.761386,5873.583103,3207.738852,3533.017908,5283.099603,4213.813166,5382.128766,3658.74713,2294.657022,1242.502531
4.42_525.3629m/z,,525.3628829,1,4.424816667,0.0604,4,9.12E-09,6.71E-09,2.71255187,Condition 3,Condition 8,100 - 0.377,6759.04365,2.71,8903.698637,6206.617171,5803.404648,6050.267539,5769.274358,7495.35702,7309.192154,5932.772199,7059.67181,6053.792061,6361.61699,6600.586275,7182.554734,7334.77674,6391.582585,2500.770612,2726.89155,2990.68803,3246.390251,2720.698747,2645.282997,2464.735379,2145.595848,2073.185035,3299.981586,2297.836917,2290.197525,3230.35851,2727.857578,3919.076065
3.96_546.3547m/z,,546.3546689,1,3.956166667,0.989016667,8,9.33E-09,6.84E-09,2.252279013,Condition 3,Condition 9,100 - 31.2 - 4.96,451439.4902,4.07,462357.3079,458367.5932,395379.3578,427223.981,424447.8044,459247.5045,446872.9785,447925.6846,466198.9074,414184.2694,450565.5673,425650.4997,367716.2649,371860.1165,306825.6334,188719.6819,179198.285,218526.6754,197594.6843,176893.1778,204085.8409,200277.5176,175599.5137,185001.3976,175877.3783,188358.9418,176238.7728,211580.6313,190610.4386,296283.233
14.59_516.3315m/z,,516.3315159,1,14.58801667,2.325466667,2,9.35E-09,6.84E-09,1.837498126,Condition 1,Condition 5,100 - 29.9,1641843.847,0.97,2140032.349,1919826.663,1719010.781,1532252.419,1409088.012,1318100,1274951.888,1180525.472,1109632.398,1109958.69,1097785.452,1050329.752,1028551.169,969680.5837,952130.9898,1135965.501,1124178.364,1134738.717,1135962.105,1124321.505,1134668.293,1091861.256,1120409.954,1135242.291,1106926.61,1160209.143,1183911.871,1166549.626,1158683.66,1140714.74
11.08_822.5983m/z,,822.5983142,1,11.08408333,0.5936,43,9.35E-09,6.84E-09,3.629863869,Condition 5,Condition 9,100 - 42.5 - 6.7,934896.9387,3.34,822140.6756,871323.6888,732974.0817,776249.7994,778070.5935,936381.3053,681867.3522,728507.64,753300.4288,723132.6648,731735.726,681697.7232,988076.7112,1102092.385,995675.7781,265250.7882,243121.1169,312577.8219,303827.9008,242319.8516,288179.7267,252968.8691,218345.729,226732.5299,244355.0683,230581.2412,218772.826,302666.7674,259629.3604,602716.1514
0.08_414.2842m/z,,414.2842357,1,0.076416667,0.05265,2,9.51E-09,6.95E-09,155.3605877,Condition 10,Condition 4,100 - 8.33,1573.458774,5.6,43.20034815,36.6174812,13.44138982,28.63939953,24.45150411,17.26060621,11.16947737,7.709626774,26.22770343,10.49682103,10.26956088,9.726553771,38.11706119,51.9517064,4.77661786,81.3311169,34.73794102,398.6440682,186.5505304,105.1580804,210.5200248,592.5390145,453.6463723,639.6102691,585.4176139,1359.902551,2308.931577,1013.995306,1046.668572,1999.345799
15.25_860.7690m/z,,860.7690337,1,15.25263333,0.016516667,51,9.70E-09,7.07E-09,Infinity,Condition 3,Condition 7,100,4994.462409,3.08,8570.122803,3830.578352,3614.170219,2238.196272,2224.720673,2358.739262,1396.018616,4414.550482,9522.531464,1618.044752,2148.464951,2756.207306,497.3652344,1676.697449,5102.663565,0,647.0985718,611.2140198,0,0,0,660.0858459,677.7892456,293.2182007,0,0,0,0,0,0
12.89_301.2731m/z,,301.2730732,1,12.89488333,0.04415,29,9.97E-09,7.27E-09,Infinity,Condition 9,Condition 1,100,625.1665042,22.09,0,0,0,0,0,0,187.6237802,190.7866473,0,0,0,0,0,0,0,358.0158081,71.6311314,314.8114777,450.2001533,307.150116,267.3654354,394.0304565,294.7465764,266.6767616,426.9701241,790.3842881,462.9417267,113.8749352,154.7150497,469.6240938
12.89_632.6325m/z,,632.6325377,1,12.88936667,0.231766667,1,1.01E-08,7.33E-09,6.381412895,Condition 1,Condition 8,100 - 41.6,337360.9315,4.37,415887.5876,378044.3805,386131.8145,290638.8072,340939.6542,387447.5173,96682.3905,153729.9889,129795.4325,194797.9245,132669.6315,123430.612,287125.6444,332433.3487,443056.5073,99427.99576,86420.11841,100238.4193,96193.81099,93775.37669,86787.63762,47594.84446,43314.37676,51034.39088,77431.87634,50442.96806,50681.5807,108601.2107,78856.05648,205765.8342
13.10_771.6494m/z,,771.6493805,1,13.099,0.02755,37,1.01E-08,7.36E-09,Infinity,Condition 1,Condition 6,100,11044.44286,41,22333.93707,8667.110901,9520.010956,3646.370511,7407.883485,3090.69812,820.2322693,6321.819336,9263.595154,2515.847461,0,0,1356.147339,4928.104187,4027.163361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.46_835.7010m/z,,835.7009997,1,12.45946667,0.07155,2,1.04E-08,7.51E-09,41.87471325,Condition 7,Condition 4,100 - 17.7,70465.71695,6.68,13728.88804,8511.13245,15456.64555,2362.638882,6159.63128,6501.194659,1555.744746,2419.10377,1641.713891,1938.943917,1171.405898,1962.006456,2223.260643,2492.21867,2634.327829,2345.343636,1954.618877,2035.000443,65934.5054,78111.82598,54420.98413,8046.614447,1145.728569,2646.777982,1564.780111,1473.626446,1500.433625,8265.062058,6357.783642,14823.62289
13.13_509.3618m/z,,509.3617807,1,13.12658333,0.09365,1,1.06E-08,7.65E-09,Infinity,Condition 5,Condition 1,100 - 24.7,18951.8086,9.57,0,0,0,0,0,0,0,0,0,0,246.4781418,445.5519104,18852.22438,22495.00316,21247.95345,0,0,0,0,0,0,0,11.61520007,0,0,0,0,1501.169792,774.9424591,24659.84834
12.27_809.6707n,809.6706956,810.6779721,1,12.26755,0.334166667,3,1.06E-08,7.66E-09,21.4537937,Condition 7,Condition 9,100 - 50.2 - 16.4,4892901.853,2.25,314358.6838,387801.4075,553341.7493,572259.3015,699178.5183,818221.1844,212132.8909,277991.9184,336186.415,256776.3451,271284.7367,273808.1781,390284.7071,402198.6048,466071.2529,250703.9043,200319.8747,248787.8369,5264034.965,4556941.473,3985592.144,1085652.786,283016.8319,373875.7157,290266.8626,170501.3093,149284.9714,690843.8801,539891.2639,1034057.715
14.03_1066.9709m/z,,1066.970897,1,14.02923333,0.135883333,9,1.08E-08,7.80E-09,Infinity,Condition 3,Condition 6,100 - 51.5,243286.9086,15.63,215182.2258,140384.0077,120553.7194,169907.5464,153214.4084,108136.5977,91089.99036,283161.988,372889.0289,69404.38127,97688.36121,166694.0655,200699.8232,232901.8821,349904.0154,0,0,0,0,422.9060481,0,0,0,0,0,0,0,3901.158301,0,10415.38071
11.78_441.2964m/z,,441.2963805,1,11.77971667,0.02205,14,1.09E-08,7.84E-09,Infinity,Condition 9,Condition 1,100,662.0817083,17.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836.6613862,227.374054,507.1506641,0,0,0,472.4287338,680.6366539,621.0926854,389.7828903,323.1362635,1115.8192,177.0192719,428.7943141,0
12.55_608.5963m/z,,608.5962634,1,12.54756667,0.137633333,2,1.12E-08,8.09E-09,10.42519111,Condition 1,Condition 8,100 - 21.3,54623.82969,9.45,108641.9791,50611.47653,41339.02419,33870.47032,46651.64215,43294.91661,10316.6443,15012.09088,10888.6077,15977.67971,10884.18508,11994.34088,30021.69552,36279.45427,49493.8281,11824.1076,6939.387811,11833.90121,13826.16064,16022.47493,14282.27477,5631.307251,3811.793846,4610.844012,8138.378537,4834.391693,5398.254537,14461.32894,10775.84293,24463.74802
12.49_935.6503m/z,,935.6502661,1,12.49246667,0.148666667,6,1.13E-08,8.13E-09,Infinity,Condition 7,Condition 1,100 - 31.5,53116.08046,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50589.07593,49082.81675,49999.4255,5603.995204,0,367.6316681,0,0,0,1059.673087,1370.151566,5809.739136
11.80_1548.1901m/z,,1548.190103,1,11.80173333,0.098766667,4,1.13E-08,8.16E-09,Infinity,Condition 5,Condition 6,43.6 - 50.7 - 100 - 65 - 13.5,169497.1181,8.06,2978.589355,34057.44983,21235.73455,26056.34294,55057.80192,99947.67861,7428.495675,11893.25238,7637.066001,23516.0954,15900.68563,19833.41112,200843.218,180411.574,178372.1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16390.51403
12.33_670.5715n,670.5714796,693.5627143,1,12.33303333,0.213766667,1,1.18E-08,8.45E-09,8.870340698,Condition 1,Condition 6,100 - 99.6,375069.1743,3.21,1022275.841,263349.129,154326.1109,252802.9051,202231.0525,268193.7861,115130.3835,248835.1985,300854.7326,170023.6861,154846.2373,175626.7236,372449.6383,299746.4223,420009.0278,35208.08359,39973.26323,42001.88582,46228.24751,42940.70893,41976.23977,36824.10545,40718.43867,36981.96003,39090.27065,36790.9204,42382.59898,46063.18125,36773.35195,60040.63964
11.85_791.6587m/z,,791.6586969,1,11.85098333,0.076666667,11,1.20E-08,8.64E-09,Infinity,Condition 6,Condition 1,100,3214.730979,35.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188.465242,1873.890153,3831.017242,1566.401062,438.3425598,3466.661732,1406.786888,2853.325991,1681.500062,880.010384,780.9774222,2246.126499,1127.515808,0,0
12.53_862.7153m/z,,862.7152939,1,12.53105,0.126633333,4,1.22E-08,8.75E-09,97.81977837,Condition 1,Condition 6,100 - 32.8 - 21.1,128159.3591,18.79,113559.6144,65036.7101,252014.9278,53859.95872,132106.0078,144026.4205,6966.186162,26822.29579,31291.01217,11949.80863,7600.50976,5535.879024,10107.91138,6815.199036,9392.371503,535.1677919,1396.666037,1681.49218,7422.469745,4823.10818,8328.60923,2995.69166,1414.24294,2726.872946,2072.828971,1235.527055,324.8034001,3406.387005,1986.97725,3062.513661
14.06_518.4205m/z,,518.4204916,1,14.05646667,0.070733333,1,1.24E-08,8.88E-09,Infinity,Condition 8,Condition 1,100,1527.214476,18.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916.9869613,1081.720998,715.4324943,1316.468916,940.0492169,936.2522964,2512.871039,789.2882168,778.6327934,310.9088992,1828.938742,1021.176508,0,685.467865,0
10.82_811.5179n,811.5178926,812.525169,1,10.82156667,0.362933333,3,1.24E-08,8.88E-09,42.21325403,Condition 5,Condition 8,100 - 41.1 - 8.66 - 0.145,1837146.493,8.89,188484.2982,350933.6674,271367.2459,251894.2152,343478.625,473585.3979,52070.36325,99541.49298,107484.8139,267422.9375,325707.0348,209252.7084,2135153.037,2296470.796,1617147.074,345095.9644,46680.27341,90717.77866,492732.4041,517096.6011,336460.493,42420.33906,36243.12148,38102.7161,57836.68317,44421.56293,45594.57462,788918.9241,856920.6285,2486297.231
11.31_867.5419m/z,,867.5418785,1,11.30623333,0.573016667,6,1.25E-08,8.96E-09,2.449995441,Condition 3,Condition 9,100 - 48 - 8.73 - 0.0239,936637.8259,1.89,617244.3978,754701.1872,708412.6842,791332.7673,751693.738,665947.3133,967225.5514,939696.4938,913868.5073,889438.2941,981477.2539,921520.6216,603463.9307,530258.239,579380.7892,424268.5941,400558.5283,438772.7335,600007.2403,594307.7817,602332.8358,384019.8643,311697.0267,358189.9203,376310.8167,343182.2036,308828.471,675646.7173,560970.7054,678764.8391
11.28_806.6030m/z,,806.6029875,1,11.28423333,0.01655,5,1.26E-08,9.02E-09,Infinity,Condition 4,Condition 6,100 - 33.9,8597.453595,10.08,8836.063605,8786.525974,7140.132766,4227.185768,7264.364661,8280.176451,7132.171627,4859.428923,6720.938919,10073.81098,8682.449879,7089.799041,6035.174145,8582.720849,1321.721191,0,0,0,12.55466734,0,4.820850664,0,0,52.0432558,0,255.8356857,0,0,0.887622003,0
11.92_648.5184m/z,,648.518408,1,11.92236667,0.04385,1,1.29E-08,9.17E-09,Infinity,Condition 1,Condition 6,100 - 33.3,17591.57541,38.06,36687.13278,18293.68463,10212.47021,7081.603256,2355.262336,3556.706811,990.624176,15065.34971,17150.31335,749.3607208,1876.236389,4389.270911,11290.70744,5302.041021,7515.806946,0,0,0,39.89181942,0,413.2236481,0,0,0,0,0,0,213.1994553,20.458773,0
11.47_718.5374m/z,,718.5374395,1,11.47086667,0.4734,46,1.30E-08,9.28E-09,16.31910036,Condition 5,Condition 9,100 - 49.5 - 5.11 - 0.136,3298259.229,6.68,1032401.029,1094933.313,1338219.476,1041380.305,1280014.424,1650991.058,497435.8391,623619.6595,696103.7006,997893.4061,806663.5483,753447.0457,3807401.911,3607126.147,3474198.683,367339.7214,279849.4535,309896.02,1043041.065,868272.8221,801107.0717,251342.6612,138546.8273,193784.367,254492.0603,153874.1701,132283.8799,1052830.004,736271.2997,3003609.948
10.67_738.5592m/z,,738.5591993,1,10.67125,0.2118,5,1.31E-08,9.34E-09,36.42533089,Condition 5,Condition 9,88.9 - 100,193301.8389,8.48,24869.00056,136553.7366,95099.2172,133731.9745,128249.3833,169697.7199,105606.8311,114525.4001,70505.8352,132373.0536,129675.8507,116298.0561,244999.0578,197422.8198,195595.9434,7771.482262,9560.528626,11617.86467,25994.4687,13850.90047,17626.32097,4879.596909,6142.977252,4010.394781,5293.207013,5426.276078,3492.405988,36332.77418,25075.90741,151473.7483
12.83_365.3038m/z,,365.3038338,1,12.83413333,0.033133333,17,1.33E-08,9.43E-09,Infinity,Condition 6,Condition 1,100,570.7254872,13.84,0,0,0,0,0,0,185.5625384,0,0,0,0,0,0,0,0,544.9821358,601.1461179,440.3321598,234.0162365,71.26088817,255.6028613,692.0843998,301.3736803,388.3478383,81.2420848,512.8826522,274.5093594,96.72323475,325.3971176,404.0190487
12.96_589.4816m/z,,589.4816035,1,12.95555,0.419466667,13,1.34E-08,9.52E-09,Infinity,Condition 1,Condition 9,100 - 37.2,260122.3547,26.44,173233.6378,108462.0454,575946.4655,78041.55981,289758.1992,321889.6249,8351.246063,60449.6275,63844.78854,12440.85464,9751.726242,16964.53341,20875.57315,16997.06096,38831.99706,344.1185913,596.7180939,1154.693001,185.3384171,538.3502801,618.3589859,0.306265628,0,149.1780701,0,0,0,0,0,349.6849518
13.29_417.3364m/z,,417.3364129,1,13.28618333,0.02735,54,1.35E-08,9.56E-09,Infinity,Condition 9,Condition 1,100,755.0844765,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.9593937,217.8768592,433.0025736,380.3232665,487.7918701,229.7917938,246.0990584,463.013727,594.8488328,1017.996028,569.7127304,426.171257,186.8921053,571.7693943,0
13.64_827.7075m/z,,827.707549,1,13.64343333,0.2462,86,1.36E-08,9.60E-09,15.88405644,Condition 10,Condition 2,100 - 47.9 - 19.3,1182461.779,2.12,87166.25728,128558.7724,79552.89917,21069.50146,74812.09633,139451.8372,86053.67676,128710.2886,70300.09814,186853.1372,184200.916,173264.2549,436048.3002,349784.6938,283788.8584,396640.5517,408107.5946,394370.9476,492409.8455,473505.8344,455129.6219,375213.9597,356668.947,420570.0968,590164.0824,444666.6508,400769.7051,1235751.82,1059220.7,819366.536
12.53_841.7141m/z,,841.7140604,1,12.52555,0.286233333,1,1.36E-08,9.64E-09,3.757467711,Condition 7,Condition 9,100 - 70 - 11.6,293467.1211,1.65,291834.7798,227491.7829,353204.3858,215909.3087,257993.5003,322202.4847,172863.5541,218749.433,211702.4629,184715.4897,188831.1027,173661.1224,191374.5951,183002.6971,197532.4863,84616.98412,76435.97335,101770.5543,301046.8803,255655.3823,270991.4503,112280.9893,73029.7787,83216.40952,72502.98344,72003.2818,65833.52957,120665.4382,102747.2362,143769.4381
12.20_638.6071m/z,,638.6071228,1,12.19698333,0.070066667,2,1.38E-08,9.77E-09,Infinity,Condition 7,Condition 1,100 - 6.51,15602.47554,18.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16617.52799,11322.98167,16093.80323,1174.667297,0,439.1123047,0,0,0,545.3874741,216.4049454,1643.999756
14.02_305.2831m/z,,305.2831105,1,14.01836667,0.038083333,15,1.39E-08,9.80E-09,Infinity,Condition 7,Condition 1,100,673.2639479,18.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.8899612,362.5771103,507.7776871,698.5393572,724.8350898,475.1741333,815.4848719,259.2280181,662.7980995,199.0702133,523.457222,892.8024826,0,393.8186499,0
13.24_491.4083m/z,,491.4082871,1,13.2367,0.1703,2,1.41E-08,9.93E-09,15724.4977,Condition 1,Condition 8,100,148107.0293,15.64,239884.2239,161383.6915,130847.0741,167031.9026,116690.5642,142517.915,35484.89841,114888.3091,131094.4341,83061.71052,47934.92735,70961.21534,113615.5284,114258.5418,166418.7667,147.6498253,267.7727695,554.0917664,259.156189,0,0,0,3.227022211,22.32944795,122.8450317,0,0,667.5041199,711.1076469,4186.065549
14.20_1036.9236m/z,,1036.923557,1,14.20388333,0.180466667,23,1.43E-08,1.00E-08,Infinity,Condition 5,Condition 6,100 - 57.5,306508.1802,14.36,103441.12,71091.03976,32224.18376,52241.83628,31517.51436,52704.76744,18159.6466,152109.6093,176142.4829,62139.8638,72237.00398,111681.8344,281809.0708,341274.516,391458.0008,0,0,0,0,0,460.3010285,0,0,0,0,0,0,1012.753265,0,7432.853279
14.09_650.5987n,650.5986912,668.6325167,1,14.09456667,0.31135,4,1.44E-08,1.01E-08,7.738514221,Condition 10,Condition 5,100 - 47.4 - 9.42 - 0.37,1046449.447,7.58,123139.8941,210962.8234,212218.9558,235328.4105,305698.5397,354878.0844,611181.1114,394643.3004,346381.9564,650314.8132,626286.8291,497234.0999,201041.2216,175895.4548,66101.7218,885021.3659,815795.9113,1082621.093,868882.005,700847.4972,920303.116,978942.5719,811260.1582,854481.2109,849555.1595,857130.2895,813112.7486,1037750.473,781351.3984,918573.1508
11.89_874.6987m/z,,874.6987412,1,11.89493333,0.016466667,4,1.45E-08,1.02E-08,Infinity,Condition 3,Condition 6,100 - 57.7,12081.69552,19.3,0,16341.8038,6298.786417,10518.6391,7526.657515,11516.57545,5957.389075,17411.85419,13721.40649,12240.7242,14195.94406,7318.25885,16736.67456,11794.99066,6311.634583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.89_397.2732m/z,,397.273229,1,11.89493333,0.022,36,1.46E-08,1.02E-08,Infinity,Condition 9,Condition 1,100,839.5095835,27.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.6207846,942.2742774,863.9204564,0,441.432742,516.6772654,553.9659529,433.5224783,249.8854047,547.8680902,959.5414067,759.9970259,189.1531253,480.673701,295.0463287
11.47_890.6359m/z,,890.6359128,1,11.47086667,0.225133333,1,1.53E-08,1.07E-08,Infinity,Condition 7,Condition 1,100 - 45.6 - 4.63,152086.1921,15.73,0,0,0,0,0,0,83.34690178,37.38958549,0,0,0,0,0,0,60.64726718,3.405685451,35.63816901,41.16901988,168414.0645,142336.6948,118550.3807,17156.92178,260.9598631,262.1655276,136.5980739,34.08585088,132.7969551,741.3628998,764.5244274,2065.799371
10.82_832.5058m/z,,832.5058475,1,10.81603333,0.105683333,25,1.54E-08,1.07E-08,Infinity,Condition 7,Condition 1,100 - 19.8,27073.6578,21.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.010849,0,0,26243.84319,30261.70909,19775.90292,0,0,0,0,0,0,0,0,0
14.05_297.2782m/z,,297.2781544,1,14.05103333,0.03265,31,1.54E-08,1.07E-08,Infinity,Condition 8,Condition 1,100,701.8984025,29.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.2490082,711.9087678,255.0986904,902.1959991,737.9193672,266.9286613,741.7808863,415.8640099,726.7578449,154.965744,662.5553069,542.4767189,0,477.3137453,168.841483
14.88_241.1148m/z,,241.1147563,1,14.87911667,0.065866667,1,1.55E-08,1.08E-08,Infinity,Condition 9,Condition 1,100,704.9138907,4.39,0,0,0,0,0,0,0,0,0,62.10004997,0,0,0,61.42666626,0,347.5400505,325.8981579,305.8717613,390.0920815,838.1325489,435.9073715,469.6151386,760.9888264,357.4495354,732.0954154,561.5991898,604.7320709,752.2322132,447.6366671,582.0064741
14.13_307.2987m/z,,307.2986743,1,14.13273333,0.03275,10,1.62E-08,1.12E-08,Infinity,Condition 9,Condition 1,100,703.266025,20.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.740811,0,214.4947232,456.4141799,138.1687317,409.9359679,554.291228,433.4360368,385.7269592,649.8708272,722.0763931,516.1175556,655.2552877,104.9839732,111.8898951
11.06_796.5820m/z,,796.5820235,1,11.05615,0.600766667,69,1.64E-08,1.13E-08,9.773651748,Condition 5,Condition 8,100 - 42.9,1464405.182,4.72,1098143.186,1149058.261,1138828.837,924726.0748,1027334.803,1278487.764,670776.4146,746936.697,785604.1536,933602.4821,755904.5559,711039.284,1448804.373,1745967.114,1641856.509,220035.8937,204048.2435,242583.0953,289523.9575,210594.2002,225897.4834,150418.1272,115715.669,135901.2429,215040.8543,132363.0952,130451.3918,217149.1892,190499.1119,764242.8841
13.21_406.3667m/z,,406.366731,1,13.20918333,0.027516667,7,1.66E-08,1.15E-08,Infinity,Condition 9,Condition 1,100,519.433363,50.06,0,0,0,0,0,0,0,0,0,0,189.4131138,0,0,0,0,308.0892601,688.7084037,305.6193161,189.6148058,554.1182809,290.5853389,112.8115158,613.2231828,334.8723755,630.516992,117.6308289,666.9855597,104.257108,136.9014854,424.1476669
12.38_568.5057n,568.5056744,591.4946731,1,12.37686667,0.4284,6,1.67E-08,1.15E-08,4.739559388,Condition 5,Condition 7,100 - 31.4 - 2.37,748352.4527,2.19,1263790.767,463292.6981,402368.4002,790000.2313,670709.1476,890008.3898,224981.3415,415004.4513,571279.0188,438744.685,411451.2755,505805.8623,773881.3443,754452.2368,949466.638,179341.6411,185974.0189,177045.4394,147944.3438,142270.7197,154640.48,159687.5403,165160.3193,170742.2842,179200.2783,173573.2348,179521.2444,190204.6947,180824.6176,230417.5056
12.66_604.6014m/z,,604.601433,1,12.65755,0.237083333,3,1.68E-08,1.16E-08,8.994761392,Condition 5,Condition 8,100 - 39.6 - 1.57,338135.644,8.49,322251.5456,292066.5394,294153.4709,233472.367,273039.1331,318385.1482,68365.73519,114559.7376,101962.2348,150984.516,98070.5705,94913.95997,286353.172,344436.5084,491206.6418,92097.0202,69202.55757,81880.60639,92421.34428,91141.03269,77923.10126,38241.72986,29129.8461,33484.88205,52882.73068,35713.11422,37106.51703,93914.25362,66553.51285,203210.8937
11.22_924.5683m/z,,924.5682921,1,11.21791667,0.1163,7,1.70E-08,1.17E-08,13.06430676,Condition 10,Condition 3,100 - 48.6 - 1.66,32090.84923,1.73,2813.309113,6496.396759,8296.901297,3421.978882,5328.379834,6704.280297,2354.224563,2543.08519,2517.884635,3937.983346,5550.356927,6539.086138,10471.36109,16869.92302,18692.09328,18433.98012,15653.61195,28814.56468,12903.32019,15233.41141,19198.38247,17799.20518,16896.47868,17217.12638,17296.97035,22733.3285,17741.87785,23033.83584,26420.57689,33993.69675
11.10_747.5183n,747.5183129,748.5255893,1,11.10091667,0.985883333,1,1.75E-08,1.20E-08,11.92256964,Condition 5,Condition 8,100 - 46.5 - 0.641,5028186.887,6.83,2746447.587,2880964.581,3204848.378,2307686.385,2704310.058,3522145.743,498639.7611,729481.8154,950401.6856,1085443.536,845339.4022,851661.8998,5114635.276,5790430.455,5707384.558,1603109.362,1104343.756,1341099.438,2439692.998,1892716.383,1696880.751,392478.6279,300956.9307,439286.5028,754887.3177,312566.9297,361531.8054,2446480.294,1458474.395,4766461.505
10.32_809.4943n,809.4943369,810.5016134,1,10.31766667,0.247733333,2,1.76E-08,1.21E-08,163.9772634,Condition 5,Condition 8,100 - 43.6 - 8.46,248634.73,16.01,17246.42938,19313.5379,18657.83571,16757.82823,15029.16609,21464.10232,16411.47803,13394.6695,14718.83234,11768.69374,16503.72941,14499.38541,251443.5627,317583.0815,250780.6992,6361.765329,4669.871254,7676.056106,7115.920254,4802.795774,8838.438626,2047.611741,247.6914276,1774.885139,1692.522552,1375.871781,1018.630677,34731.84873,41907.39349,382936.914
13.21_517.4271m/z,,517.4271354,1,13.2147,0.142933333,1,1.78E-08,1.22E-08,6.352626342,Condition 2,Condition 7,100 - 9.52,37917.21486,1.88,38949.39069,33475.80442,27391.64349,39966.33722,40507.80284,39562.87563,10814.02338,23877.51245,21541.05585,23378.61424,11932.10132,18616.2855,23389.22317,30963.21918,40473.26665,6822.923842,6537.447187,7177.271685,5820.432483,5567.67551,5434.863311,2834.216195,8966.372527,5829.422971,4640.272027,6528.490182,5587.762366,3951.220263,7395.83491,4873.143774
13.37_318.0758m/z,,318.0758428,1,13.37343333,0.059683333,1,1.78E-08,1.22E-08,Infinity,Condition 7,Condition 1,100,918.8997967,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.54640656,629.831573,166.5897751,926.5647584,530.4531593,1135.252835,1143.471927,155.6517944,1156.855965,900.5160169,576.2341766,419.1008682,310.8383598,323.5680611,0
13.23_301.2729m/z,,301.2729024,1,13.2257,0.027516667,29,1.79E-08,1.23E-08,Infinity,Condition 6,Condition 1,100,577.6690312,31.23,0,0,0,0,0,0,243.5142441,0,0,0,0,0,0,0,0,348.0814187,621.8783967,627.9564754,755.5227194,131.4977827,288.7072428,173.7851257,245.0681668,520.3723813,152.7361595,197.5212936,674.5367661,378.8296732,165.8329926,408.5800961
12.52_884.7016m/z,,884.7015727,1,12.52005,0.055116667,2,1.83E-08,1.25E-08,Infinity,Condition 2,Condition 8,100 - 9.3,67610.24839,30.49,57749.36509,69761.78795,84537.92295,48630.61012,73692.44208,91463.78667,5790.363084,33242.14825,26484.84609,4413.921559,987.9053516,5158.124446,7779.108368,3695.561869,7033.211741,526.1957397,324.5923767,617.480665,0,0,388.9994202,0,0,0,0,0,0,288.6559085,0,0
14.00_331.2835m/z,,331.2834586,1,13.99673333,0.026966667,5,1.93E-08,1.32E-08,Infinity,Condition 7,Condition 1,100,274.6610624,35.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.6253433,148.9491959,238.866786,373.5820473,160.2652664,137.0825272,175.3084204,277.6959624,89.71937164,220.2749939,185.2984467,0,0,0
12.33_629.5108m/z,,629.5108265,1,12.32755,0.071083333,11,1.94E-08,1.33E-08,Infinity,Condition 2,Condition 8,100 - 33.9,45184.29092,5,40074.0864,35817.47591,30391.57778,46535.78297,41813.80915,54914.17907,2983.579118,19289.50549,45591.57963,10862.51296,13308.22724,15266.45461,10751.31042,18946.48778,26400.03353,0,0,49.48630844,0,241.1953354,0,0,0,0,0,0,247.8687134,0,0,0
1.00_251.1022m/z,,251.1021947,1,0.998066667,0.091716667,1,1.97E-08,1.35E-08,5.447184748,Condition 6,Condition 5,100 - 1.01,782.3760791,8.66,164.0088556,178.7891927,161.6734543,181.5007863,193.6482162,169.341502,180.6736212,202.7178935,165.2051463,176.0983839,127.3530431,144.0995526,232.8815064,122.4538114,117.9532452,1272.630283,497.0048513,416.2238932,472.5132952,654.9763041,480.6607966,384.8306217,562.5342784,784.4524795,482.4223649,617.7502759,845.367033,684.6407146,550.7392483,800.1184673
